Fecha,Fondeo-BancarioMX,Fondeo-GuberMX,TIIE-28,TIIE-91,Tasa-Banxico
04/06/2014,3.51,3.54,3.8085,3.8172,3.5
05/06/2014,3.51,3.54,3.8095,3.819,3.5
06/06/2014,3.01,3.04,3.8085,3.8185,3
09/06/2014,3.01,3.04,3.325,3.34,3
10/06/2014,3.01,3.04,3.322,3.3295,3
11/06/2014,3.02,3.05,3.316,3.3235,3
12/06/2014,3.03,3.06,3.3093,3.3185,3
13/06/2014,3.06,3.08,3.3091,3.319,3
16/06/2014,3.04,3.06,3.3118,3.3169,3
17/06/2014,3.05,3.08,3.3075,3.315,3
18/06/2014,3.05,3.08,3.3095,3.315,3
19/06/2014,3.04,3.06,3.31,3.3176,3
20/06/2014,3.02,3.05,3.31,3.3175,3
23/06/2014,3,3.03,3.3184,3.3284,3
24/06/2014,3,3.03,3.31,3.3175,3
25/06/2014,2.99,3.02,3.3075,3.315,3
26/06/2014,3,3.03,3.3125,3.3225,3
27/06/2014,3,3.03,3.3087,3.3212,3
30/06/2014,3.01,3.08,3.305,3.32,3
01/07/2014,3.01,3.04,3.3075,3.3175,3
02/07/2014,3.01,3.04,3.3077,3.3269,3
03/07/2014,3,3.03,3.3125,3.3264,3
04/07/2014,3,3.03,3.3068,3.3165,3
07/07/2014,3,3.03,3.3008,3.3083,3
08/07/2014,3,3.02,3.296,3.3035,3
09/07/2014,2.99,3.02,3.2919,3.2998,3
10/07/2014,2.99,3.02,3.2945,3.304,3
11/07/2014,2.99,3.02,3.294,3.3035,3
14/07/2014,2.99,3.02,3.3074,3.3175,3
15/07/2014,2.99,3.02,3.3095,3.3195,3
16/07/2014,2.99,3.02,3.2972,3.3097,3
17/07/2014,3,3.02,3.297,3.3123,3
18/07/2014,2.99,3.02,3.2932,3.3061,3
21/07/2014,3,3.02,3.2821,3.3024,3
22/07/2014,3,3.02,3.2891,3.305,3
23/07/2014,3,3.02,3.285,3.2978,3
24/07/2014,3,3.02,3.2875,3.3,3
25/07/2014,3,3.02,3.2936,3.3048,3
28/07/2014,3,3.02,3.291,3.3019,3
29/07/2014,3,3.02,3.2886,3.2984,3
30/07/2014,3,3.02,3.3023,3.312,3
31/07/2014,3.01,3.06,3.3075,3.3175,3
01/08/2014,3,3.03,3.31,3.3215,3
04/08/2014,2.99,3.03,3.3,3.3115,3
05/08/2014,3.01,3.05,3.3125,3.32,3
06/08/2014,3.02,3.07,3.2965,3.3083,3
07/08/2014,3.03,3.06,3.297,3.3125,3
08/08/2014,3.01,3.05,3.2935,3.3062,3
11/08/2014,3.01,3.04,3.298,3.3076,3
12/08/2014,3.01,3.04,3.2972,3.3078,3
13/08/2014,3.01,3.04,3.301,3.32,3
14/08/2014,3.01,3.03,3.2941,3.3075,3
15/08/2014,3.01,3.04,3.3025,3.3125,3
18/08/2014,3.01,3.04,3.2983,3.3063,3
19/08/2014,3.01,3.05,3.2925,3.3025,3
20/08/2014,3.02,3.05,3.2864,3.2935,3
21/08/2014,3.02,3.07,3.3025,3.3125,3
22/08/2014,3.02,3.07,3.3025,3.3125,3
25/08/2014,3.02,3.06,3.2975,3.3036,3
26/08/2014,3.02,3.04,3.3025,3.3125,3
27/08/2014,3,3.04,3.2925,3.2936,3
28/08/2014,3,3.04,3.2951,3.299,3
29/08/2014,3.01,3.1,3.2975,3.3025,3
01/09/2014,3.01,3.04,3.286,3.29,3
02/09/2014,3.01,3.04,3.291,3.2972,3
03/09/2014,3.01,3.04,3.291,3.298,3
04/09/2014,3,3.04,3.295,3.297,3
05/09/2014,3.01,3.04,3.2826,3.2858,3
08/09/2014,3.01,3.03,3.2925,3.2925,3
09/09/2014,3,3.02,3.2925,3.2981,3
10/09/2014,3,3.02,3.2926,3.2973,3
11/09/2014,3,3.02,3.2818,3.2855,3
12/09/2014,3,3.02,3.293,3.2975,3
15/09/2014,3,3.03,3.2926,3.2973,3
17/09/2014,3,3.02,3.3065,3.3137,3
18/09/2014,2.99,3.01,3.29,3.3,3
19/09/2014,3.02,3.01,3.2975,3.3075,3
22/09/2014,2.99,3.01,3.2975,3.3075,3
23/09/2014,2.98,3,3.2865,3.2955,3
24/09/2014,2.97,2.99,3.282,3.2916,3
25/09/2014,2.98,2.99,3.2825,3.2925,3
26/09/2014,2.97,2.99,3.2768,3.2841,3
29/09/2014,2.96,2.99,3.2741,3.282,3
30/09/2014,3,3.07,3.2916,3.297,3
01/10/2014,2.99,3.01,3.2793,3.2928,3
02/10/2014,3,3.04,3.2896,3.2948,3
03/10/2014,3.01,3.05,3.3,3.31,3
06/10/2014,3,3.03,3.295,3.31,3
07/10/2014,3,3.03,3.295,3.31,3
08/10/2014,3,3.03,3.305,3.3175,3
09/10/2014,3.01,3.03,3.2975,3.3087,3
10/10/2014,3,3.03,3.2996,3.3028,3
13/10/2014,3,3.03,3.29,3.2975,3
14/10/2014,3,3.03,3.3031,3.3065,3
15/10/2014,3.01,3.04,3.2965,3.305,3
16/10/2014,3.01,3.03,3.2886,3.2943,3
17/10/2014,3.01,3.05,3.2835,3.2906,3
20/10/2014,3.03,3.06,3.285,3.295,3
21/10/2014,3.01,3.04,3.2975,3.3075,3
22/10/2014,3.01,3.04,3.3,3.31,3
23/10/2014,3,3.03,3.295,3.305,3
24/10/2014,3,3.03,3.2875,3.2973,3
27/10/2014,3.01,3.04,3.2838,3.2923,3
28/10/2014,3.03,3.05,3.295,3.305,3
29/10/2014,3.01,3.03,3.2903,3.2991,3
30/10/2014,3.02,3.05,3.2762,3.2841,3
31/10/2014,3.02,3.08,3.281,3.29,3
03/11/2014,3.02,3.06,3.28,3.29,3
04/11/2014,3.05,3.07,3.2938,3.3015,3
05/11/2014,3.02,3.04,3.2819,3.2982,3
06/11/2014,3.01,3.04,3.2755,3.2835,3
07/11/2014,3.02,3.04,3.2798,3.2888,3
10/11/2014,3.01,3.05,3.2762,3.2858,3
11/11/2014,3.02,3.06,3.2746,3.2819,3
12/11/2014,3.03,3.06,3.295,3.305,3
13/11/2014,3.03,3.06,3.295,3.305,3
14/11/2014,3.04,3.07,3.28,3.288,3
18/11/2014,3.04,3.06,3.28,3.2891,3
19/11/2014,3.04,3.07,3.2775,3.2887,3
20/11/2014,3.04,3.06,3.2775,3.285,3
21/11/2014,3.02,3.04,3.2977,3.305,3
24/11/2014,3.02,3.04,3.3025,3.3125,3
25/11/2014,3.01,3.03,3.2975,3.3075,3
26/11/2014,3.01,3.03,3.2904,3.2996,3
27/11/2014,3.02,3.04,3.2957,3.3051,3
28/11/2014,3.02,3.05,3.3085,3.3185,3
01/12/2014,3.01,3.03,3.2965,3.3071,3
02/12/2014,3.02,3.04,3.3025,3.3125,3
03/12/2014,3.01,3.03,3.2941,3.3133,3
04/12/2014,3.02,3.03,3.2875,3.3016,3
05/12/2014,3.02,3.04,3.285,3.2958,3
08/12/2014,3.01,3.04,3.2975,3.3075,3
09/12/2014,3.02,3.04,3.2975,3.3075,3
10/12/2014,3.02,3.05,3.3007,3.3067,3
11/12/2014,3.03,3.07,3.2928,3.3008,3
15/12/2014,3.04,3.07,3.2975,3.3075,3
16/12/2014,3.04,3.08,3.2975,3.3075,3
17/12/2014,3.05,3.1,3.2996,3.3093,3
18/12/2014,3.05,3.09,3.2996,3.3096,3
19/12/2014,3.06,3.1,3.2996,3.3101,3
22/12/2014,3.06,3.1,3.2975,3.3125,3
23/12/2014,3.07,3.1,3.3112,3.325,3
24/12/2014,3.09,3.15,3.312,3.3195,3
26/12/2014,3.09,3.12,3.306,3.315,3
29/12/2014,3.09,3.12,3.302,3.3126,3
30/12/2014,3.08,3.11,3.3066,3.311,3
31/12/2014,3.12,3.22,3.311,3.3155,3
02/01/2015,3.11,3.15,3.3205,3.3245,3
05/01/2015,3.08,3.1,3.324,3.329,3
06/01/2015,3.03,3.05,3.3225,3.33,3
07/01/2015,3.01,3.03,3.305,3.315,3
08/01/2015,3,3.02,3.3,3.31,3
09/01/2015,3,3.03,3.3075,3.3135,3
12/01/2015,3,3.02,3.3,3.31,3
13/01/2015,2.99,3.02,3.2885,3.297,3
14/01/2015,3,3.03,3.2991,3.31,3
15/01/2015,3,3.03,3.2975,3.3075,3
16/01/2015,3.01,3.03,3.3025,3.31,3
19/01/2015,3.01,3.02,3.2962,3.305,3
20/01/2015,3,3.02,3.3017,3.311,3
21/01/2015,3.01,3.03,3.29,3.3001,3
22/01/2015,3,3.02,3.295,3.3025,3
23/01/2015,2.99,3.01,3.2925,3.3012,3
26/01/2015,3,3.03,3.2975,3.305,3
27/01/2015,3,3.02,3.3039,3.3149,3
28/01/2015,3.01,3.03,3.2977,3.2924,3
29/01/2015,3.01,3.01,3.305,3.3005,3
30/01/2015,3.03,3.07,3.2875,3.2885,3
03/02/2015,3.01,3.03,3.295,3.303,3
04/02/2015,3.04,3.07,3.301,3.3005,3
05/02/2015,3.02,3.04,3.3,3.31,3
06/02/2015,3.03,3.05,3.2925,3.3,3
09/02/2015,3.02,3.05,3.291,3.295,3
10/02/2015,3.02,3.05,3.2975,3.305,3
11/02/2015,3.03,3.07,3.2955,3.3025,3
12/02/2015,3.04,3.07,3.2891,3.2975,3
13/02/2015,3.04,3.08,3.3029,3.3134,3
16/02/2015,3.05,3.08,3.2961,3.3036,3
17/02/2015,3.03,3.06,3.2975,3.3075,3
18/02/2015,3.04,3.07,3.3,3.31,3
19/02/2015,3.04,3.06,3.3,3.31,3
20/02/2015,3.03,3.06,3.295,3.305,3
23/02/2015,3.01,3.04,3.2925,3.3025,3
24/02/2015,3.01,3.04,3.3,3.31,3
25/02/2015,3.01,3.04,3.3025,3.3116,3
26/02/2015,3.01,3.05,3.3041,3.315,3
27/02/2015,3.05,3.09,3.2925,3.305,3
02/03/2015,3.02,3.06,3.2987,3.3075,3
03/03/2015,3.07,3.11,3.29,3.3,3
04/03/2015,3.03,3.07,3.2934,3.3067,3
05/03/2015,3.04,3.06,3.2953,3.3075,3
06/03/2015,3.04,3.07,3.2875,3.3025,3
09/03/2015,3.02,3.06,3.3037,3.3162,3
10/03/2015,3.04,3.08,3.305,3.3365,3
11/03/2015,3.07,3.09,3.3075,3.329,3
12/03/2015,3.04,3.07,3.31,3.37,3
13/03/2015,3.07,3.1,3.3025,3.35,3
17/03/2015,3.08,3.08,3.3112,3.3386,3
18/03/2015,3.07,3.1,3.314,3.339,3
19/03/2015,3.06,3.08,3.309,3.3681,3
20/03/2015,3.02,3.05,3.299,3.334,3
23/03/2015,3.03,3.06,3.303,3.3341,3
24/03/2015,3.06,3.07,3.305,3.325,3
25/03/2015,3.03,3.06,3.3083,3.33,3
26/03/2015,3.04,3.06,3.3075,3.3275,3
27/03/2015,3.03,3.06,3.31,3.3445,3
30/03/2015,3.07,3.09,3.305,3.3325,3
31/03/2015,3.06,3.13,3.2955,3.3265,3
01/04/2015,3.08,3.14,3.299,3.3262,3
06/04/2015,3.06,3.11,3.295,3.3225,3
07/04/2015,3.03,3.07,3.3,3.32,3
08/04/2015,3.04,3.06,3.29,3.3115,3
09/04/2015,3.05,3.06,3.305,3.3135,3
10/04/2015,3.03,3.05,3.31,3.308,3
13/04/2015,3.03,3.05,3.3082,3.3137,3
14/04/2015,3.03,3.05,3.3,3.31,3
15/04/2015,3.03,3.05,3.3,3.31,3
16/04/2015,3.03,3.05,3.278,3.2955,3
17/04/2015,3.03,3.05,3.285,3.2915,3
20/04/2015,3.03,3.04,3.295,3.305,3
21/04/2015,3.02,3.04,3.2955,3.303,3
22/04/2015,3.02,3.04,3.297,3.3075,3
23/04/2015,2.98,3,3.293,3.297,3
24/04/2015,2.97,2.99,3.3046,3.3132,3
27/04/2015,2.97,2.99,3.3,3.309,3
28/04/2015,2.97,2.99,3.29,3.2955,3
29/04/2015,2.97,2.99,3.2875,3.295,3
30/04/2015,3.02,3.07,3.2975,3.3075,3
04/05/2015,2.99,3.01,3.3062,3.312,3
05/05/2015,3.03,3.05,3.3,3.31,3
06/05/2015,2.99,3.01,3.295,3.305,3
07/05/2015,2.99,3.01,3.3075,3.3175,3
08/05/2015,2.98,3,3.3,3.3125,3
11/05/2015,2.98,3.01,3.3,3.31,3
12/05/2015,2.99,3,3.3,3.31,3
13/05/2015,3,3.01,3.3065,3.3196,3
14/05/2015,3,3.02,3.302,3.32,3
15/05/2015,3,3.02,3.3,3.31,3
18/05/2015,3,3.03,3.2935,3.306,3
19/05/2015,3,3.02,3.2995,3.3138,3
20/05/2015,3,3.02,3.2945,3.3075,3
21/05/2015,2.99,3.01,3.31,3.316,3
22/05/2015,2.98,2.99,3.299,3.3075,3
25/05/2015,2.99,3,3.3072,3.3165,3
26/05/2015,2.98,2.99,3.305,3.3165,3
27/05/2015,2.98,2.99,3.3,3.31,3
28/05/2015,2.99,3.02,3.3025,3.3143,3
29/05/2015,3.05,3.09,3.295,3.305,3
01/06/2015,3,3.03,3.3,3.31,3
02/06/2015,3.05,3.07,3.3089,3.3197,3
03/06/2015,3.04,3.07,3.3075,3.315,3
04/06/2015,3.06,3.09,3.3,3.31,3
05/06/2015,3.06,3.1,3.31,3.32,3
08/06/2015,3.07,3.1,3.3105,3.32,3
09/06/2015,3.07,3.1,3.3094,3.3199,3
10/06/2015,3.07,3.09,3.3,3.3105,3
11/06/2015,3.02,3.04,3.295,3.305,3
12/06/2015,3.03,3.08,3.3145,3.305,3
15/06/2015,3.07,3.1,3.3025,3.3125,3
16/06/2015,3.1,3.14,3.305,3.3143,3
17/06/2015,3.1,3.13,3.308,3.3175,3
18/06/2015,3.08,3.13,3.31,3.3183,3
19/06/2015,3.11,3.12,3.31,3.3178,3
22/06/2015,3.04,3.07,3.3025,3.3125,3
23/06/2015,3.04,3.07,3.3088,3.319,3
24/06/2015,3.05,3.08,3.3025,3.3125,3
25/06/2015,3.06,3.09,3.2975,3.3075,3
26/06/2015,3.08,3.11,3.295,3.305,3
29/06/2015,3.1,3.16,3.3025,3.3121,3
30/06/2015,3.21,3.32,3.3025,3.3125,3
01/07/2015,3.06,3.1,3.31,3.32,3
02/07/2015,3.03,3.08,3.3025,3.3125,3
03/07/2015,3.09,3.13,3.3037,3.3104,3
06/07/2015,3.13,3.19,3.3,3.31,3
07/07/2015,3.09,3.15,3.2988,3.3116,3
08/07/2015,3.13,3.15,3.2925,3.3025,3
09/07/2015,3.06,3.07,3.2966,3.315,3
10/07/2015,3.03,3.05,3.296,3.3135,3
13/07/2015,3.03,3.06,3.2956,3.3075,3
14/07/2015,3.07,3.09,3.2987,3.3119,3
15/07/2015,3.05,3.06,3.3075,3.32,3
16/07/2015,3.04,3.06,3.3095,3.321,3
17/07/2015,3.08,3.1,3.3025,3.315,3
20/07/2015,3.06,3.09,3.3,3.3125,3
21/07/2015,3.06,3.1,3.3042,3.315,3
22/07/2015,3.08,3.11,3.3087,3.3187,3
23/07/2015,3.03,3.04,3.305,3.3175,3
24/07/2015,3.04,3.05,3.3075,3.3175,3
27/07/2015,3.04,3.06,3.31,3.3211,3
28/07/2015,3.06,3.08,3.313,3.323,3
29/07/2015,3.06,3.08,3.305,3.32,3
30/07/2015,3.07,3.11,3.3025,3.3205,3
31/07/2015,3.14,3.18,3.3112,3.3278,3
03/08/2015,3.05,3.07,3.314,3.33,3
04/08/2015,3.03,3.06,3.3075,3.3513,3
05/08/2015,3.03,3.06,3.31,3.352,3
06/08/2015,3.04,3.08,3.3132,3.3466,3
07/08/2015,3.04,3.11,3.31,3.345,3
10/08/2015,3.08,3.13,3.3134,3.355,3
11/08/2015,3.1,3.17,3.3095,3.3438,3
12/08/2015,3.16,3.24,3.3075,3.3437,3
13/08/2015,3.04,3.09,3.3075,3.343,3
14/08/2015,3,3.05,3.3116,3.353,3
17/08/2015,3.01,3.04,3.31,3.3508,3
18/08/2015,2.99,3.03,3.313,3.365,3
19/08/2015,2.99,3.02,3.31,3.3638,3
20/08/2015,2.99,3.02,3.3173,3.3608,3
21/08/2015,2.98,3.02,3.321,3.366,3
24/08/2015,3,3.03,3.3199,3.3554,3
25/08/2015,3,3.03,3.3321,3.36,3
26/08/2015,3.01,3.04,3.326,3.3623,3
27/08/2015,3.03,3.05,3.33,3.3595,3
28/08/2015,3.04,3.07,3.326,3.355,3
31/08/2015,3.08,3.17,3.33,3.3505,3
01/09/2015,3.05,3.1,3.335,3.3575,3
02/09/2015,3.09,3.16,3.335,3.3648,3
03/09/2015,3.13,3.19,3.3358,3.363,3
04/09/2015,3.04,3.07,3.335,3.3643,3
07/09/2015,3,3.04,3.334,3.364,3
08/09/2015,3.01,3.04,3.339,3.37,3
09/09/2015,3.01,3.04,3.342,3.377,3
10/09/2015,3.02,3.05,3.3425,3.3785,3
11/09/2015,3.03,3.06,3.3436,3.3825,3
14/09/2015,3.04,3.07,3.3444,3.3815,3
15/09/2015,3.07,3.1,3.3439,3.3785,3
17/09/2015,3.03,3.05,3.3465,3.38,3
18/09/2015,3.01,3.04,3.3415,3.375,3
21/09/2015,3.01,3.04,3.3257,3.3625,3
22/09/2015,3.01,3.03,3.33,3.355,3
23/09/2015,3.01,3.04,3.3289,3.34,3
24/09/2015,3.02,3.04,3.32,3.335,3
25/09/2015,3.01,3.04,3.3225,3.335,3
28/09/2015,3.02,3.04,3.325,3.34,3
29/09/2015,3.02,3.04,3.325,3.3351,3
30/09/2015,3.05,3.08,3.325,3.3385,3
01/10/2015,3.01,3.06,3.3225,3.3348,3
02/10/2015,3.05,3.08,3.3247,3.34,3
05/10/2015,3.02,3.04,3.3125,3.325,3
06/10/2015,3.02,3.04,3.31,3.33,3
07/10/2015,3.02,3.04,3.3134,3.331,3
08/10/2015,3.01,3.02,3.305,3.3212,3
09/10/2015,2.98,3,3.3106,3.325,3
12/10/2015,2.98,2.99,3.31,3.33,3
13/10/2015,2.98,3,3.3025,3.315,3
14/10/2015,3.01,3.03,3.305,3.3125,3
15/10/2015,3.01,3.03,3.3,3.31,3
16/10/2015,3.01,3.03,3.3,3.31,3
19/10/2015,3.01,3.03,3.308,3.3085,3
20/10/2015,3.01,3.04,3.31,3.315,3
21/10/2015,3.04,3.05,3.3,3.31,3
22/10/2015,3.01,3.03,3.3,3.31,3
23/10/2015,3.01,3.02,3.2925,3.3025,3
26/10/2015,3,3.03,3.29,3.3,3
27/10/2015,3.03,3.06,3.29,3.3,3
28/10/2015,3.05,3.07,3.3037,3.3127,3
29/10/2015,3.07,3.09,3.3,3.315,3
30/10/2015,3.15,3.19,3.3,3.3125,3
03/11/2015,3.05,3.07,3.3025,3.325,3
04/11/2015,3.03,3.07,3.3,3.3225,3
05/11/2015,3.11,3.14,3.3005,3.335,3
06/11/2015,3.07,3.09,3.3025,3.3315,3
09/11/2015,3.05,3.07,3.3025,3.33,3
10/11/2015,3.06,3.08,3.3099,3.3588,3
11/11/2015,3.11,3.14,3.315,3.3658,3
12/11/2015,3.11,3.15,3.31,3.38,3
13/11/2015,3.04,3.06,3.32,3.381,3
17/11/2015,3.03,3.05,3.326,3.385,3
18/11/2015,3.04,3.05,3.3225,3.39,3
19/11/2015,3.03,3.06,3.3318,3.41,3
20/11/2015,3.02,3.04,3.3225,3.395,3
23/11/2015,3.02,3.04,3.3325,3.4168,3
24/11/2015,3.01,3.03,3.326,3.4035,3
25/11/2015,3.01,3.03,3.33,3.4075,3
26/11/2015,3.01,3.03,3.323,3.3949,3
27/11/2015,3.01,3.02,3.315,3.395,3
30/11/2015,3.1,3.13,3.3175,3.405,3
01/12/2015,3.04,3.08,3.3116,3.4035,3
02/12/2015,3.11,3.13,3.325,3.415,3
03/12/2015,3.08,3.1,3.3358,3.4321,3
04/12/2015,3.08,3.12,3.34,3.44,3
07/12/2015,3.1,3.18,3.33,3.435,3
08/12/2015,3.3,3.38,3.34,3.4425,3
09/12/2015,3.14,3.16,3.35,3.4525,3
10/12/2015,3.05,3.09,3.36,3.46,3
11/12/2015,3,3.01,3.3525,3.4575,3
14/12/2015,2.99,3.01,3.3555,3.4562,3
15/12/2015,3.03,3.06,3.34,3.44,3
16/12/2015,3.29,3.34,3.3621,3.4645,3
17/12/2015,3.48,3.55,3.3825,3.495,3.25
18/12/2015,3.29,3.34,3.425,3.5475,3.25
21/12/2015,3.31,3.33,3.4715,3.55,3.25
22/12/2015,3.31,3.33,3.5042,3.5696,3.25
23/12/2015,3.36,3.37,3.53,3.5794,3.25
24/12/2015,3.43,3.45,3.5316,3.5745,3.25
28/12/2015,3.33,3.33,3.535,3.5748,3.25
29/12/2015,3.26,3.27,3.5505,3.58,3.25
30/12/2015,3.27,3.28,3.5525,3.586,3.25
31/12/2015,3.37,3.32,3.5475,3.58,3.25
04/01/2016,3.28,3.31,3.555,3.5886,3.25
05/01/2016,3.33,3.36,3.5575,3.5866,3.25
06/01/2016,3.31,3.33,3.554,3.5785,3.25
07/01/2016,3.28,3.3,3.56,3.5892,3.25
08/01/2016,3.26,3.27,3.56,3.59,3.25
11/01/2016,3.23,3.24,3.5545,3.5821,3.25
12/01/2016,3.23,3.24,3.5539,3.5856,3.25
13/01/2016,3.24,3.24,3.5505,3.5839,3.25
14/01/2016,3.23,3.23,3.5579,3.59,3.25
15/01/2016,3.22,3.23,3.5543,3.5865,3.25
18/01/2016,3.23,3.24,3.5547,3.5875,3.25
19/01/2016,3.25,3.26,3.5598,3.59,3.25
20/01/2016,3.33,3.33,3.5551,3.5886,3.25
21/01/2016,3.27,3.29,3.554,3.5871,3.25
22/01/2016,3.25,3.25,3.56,3.5925,3.25
25/01/2016,3.25,3.25,3.5545,3.5886,3.25
26/01/2016,3.27,3.28,3.56,3.59,3.25
27/01/2016,3.3,3.3,3.561,3.5917,3.25
28/01/2016,3.24,3.26,3.56,3.5915,3.25
29/01/2016,3.34,3.35,3.5551,3.5882,3.25
02/02/2016,3.27,3.29,3.557,3.5904,3.25
03/02/2016,3.26,3.28,3.555,3.5912,3.25
04/02/2016,3.25,3.27,3.5588,3.5916,3.25
05/02/2016,3.26,3.26,3.56,3.5925,3.25
08/02/2016,3.25,3.25,3.5616,3.5921,3.25
09/02/2016,3.25,3.25,3.558,3.5881,3.25
10/02/2016,3.25,3.25,3.5598,3.59,3.25
11/02/2016,3.26,3.27,3.5541,3.5873,3.25
12/02/2016,3.27,3.27,3.555,3.585,3.25
15/02/2016,3.26,3.27,3.5476,3.5813,3.25
16/02/2016,3.25,3.25,3.5483,3.5825,3.25
17/02/2016,3.25,3.26,3.5543,3.5858,3.75
18/02/2016,3.79,3.81,4.035,4.0425,3.75
19/02/2016,3.8,3.81,4.0303,4.0578,3.75
22/02/2016,3.82,3.83,4.035,4.055,3.75
23/02/2016,3.78,3.79,4.0316,4.0516,3.75
24/02/2016,3.76,3.77,4.0507,4.08,3.75
25/02/2016,3.77,3.77,4.0547,4.0825,3.75
26/02/2016,3.8,3.82,4.0555,4.09,3.75
29/02/2016,3.92,3.92,4.0501,4.08,3.75
01/03/2016,3.8,3.83,4.0594,4.0944,3.75
02/03/2016,3.84,3.86,4.0577,4.09,3.75
03/03/2016,3.79,3.8,4.06,4.1044,3.75
04/03/2016,3.77,3.79,4.0601,4.1075,3.75
07/03/2016,3.76,3.77,4.064,4.11,3.75
08/03/2016,3.75,3.76,4.0625,4.1085,3.75
09/03/2016,3.74,3.76,4.0606,4.1121,3.75
10/03/2016,3.74,3.77,4.0601,4.1135,3.75
11/03/2016,3.75,3.76,4.0606,4.1117,3.75
14/03/2016,3.75,3.77,4.0613,4.1199,3.75
15/03/2016,3.75,3.76,4.0625,4.115,3.75
16/03/2016,3.76,3.78,4.0645,4.12,3.75
17/03/2016,3.79,3.8,4.0647,4.115,3.75
18/03/2016,3.8,3.83,4.0648,4.115,3.75
22/03/2016,3.82,3.85,4.066,4.115,3.75
23/03/2016,3.78,3.8,4.065,4.115,3.75
28/03/2016,3.75,3.77,4.0674,4.115,3.75
29/03/2016,3.74,3.75,4.065,4.115,3.75
30/03/2016,3.73,3.76,4.0625,4.1125,3.75
31/03/2016,3.79,3.81,4.065,4.115,3.75
01/04/2016,3.73,3.75,4.065,4.115,3.75
04/04/2016,3.74,3.75,4.0625,4.115,3.75
05/04/2016,3.7,3.71,4.065,4.115,3.75
06/04/2016,3.61,3.63,4.0653,4.1164,3.75
07/04/2016,3.62,3.63,4.0661,4.115,3.75
08/04/2016,3.64,3.66,4.065,4.115,3.75
11/04/2016,3.72,3.75,4.0624,4.1161,3.75
12/04/2016,3.74,3.76,4.0625,4.113,3.75
13/04/2016,3.74,3.76,4.0625,4.1125,3.75
14/04/2016,3.73,3.76,4.0618,4.1125,3.75
15/04/2016,3.72,3.76,4.065,4.115,3.75
18/04/2016,3.73,3.75,4.065,4.115,3.75
19/04/2016,3.73,3.76,4.0652,4.1158,3.75
20/04/2016,3.75,3.77,4.0626,4.115,3.75
21/04/2016,3.71,3.74,4.065,4.115,3.75
22/04/2016,3.72,3.76,4.065,4.115,3.75
25/04/2016,3.75,3.79,4.0625,4.1125,3.75
26/04/2016,3.81,3.85,4.065,4.115,3.75
27/04/2016,3.83,3.89,4.0655,4.1159,3.75
28/04/2016,3.8,3.86,4.065,4.115,3.75
29/04/2016,3.94,3.97,4.065,4.115,3.75
02/05/2016,3.81,3.85,4.0655,4.1159,3.75
03/05/2016,3.84,3.89,4.065,4.115,3.75
04/05/2016,3.81,3.85,4.0625,4.115,3.75
05/05/2016,3.76,3.79,4.0633,4.114,3.75
06/05/2016,3.74,3.75,4.0638,4.1148,3.75
09/05/2016,3.69,3.71,4.065,4.115,3.75
10/05/2016,3.76,3.8,4.0611,4.1146,3.75
11/05/2016,3.79,3.82,4.0599,4.1141,3.75
12/05/2016,3.8,3.83,4.0603,4.1139,3.75
13/05/2016,3.81,3.85,4.0607,4.1139,3.75
16/05/2016,3.8,3.84,4.065,4.115,3.75
17/05/2016,3.8,3.84,4.066,4.115,3.75
18/05/2016,3.77,3.79,4.065,4.1155,3.75
19/05/2016,3.77,3.8,4.065,4.1175,3.75
20/05/2016,3.77,3.77,4.0812,4.1375,3.75
23/05/2016,3.72,3.73,4.0775,4.1328,3.75
24/05/2016,3.66,3.67,4.0936,4.1578,3.75
25/05/2016,3.69,3.7,4.1081,4.1817,3.75
26/05/2016,3.72,3.74,4.1125,4.1895,3.75
27/05/2016,3.78,3.8,4.095,4.1825,3.75
30/05/2016,3.81,3.85,4.0975,4.1848,3.75
31/05/2016,3.93,3.97,4.097,4.1915,3.75
01/06/2016,3.8,3.83,4.1,4.2025,3.75
02/06/2016,3.91,3.99,4.0958,4.1999,3.75
03/06/2016,4.02,4.06,4.0965,4.1935,3.75
06/06/2016,3.81,3.85,4.0926,4.19,3.75
07/06/2016,3.76,3.79,4.0915,4.1836,3.75
08/06/2016,3.76,3.78,4.0886,4.189,3.75
09/06/2016,3.74,3.77,4.0925,4.1975,3.75
10/06/2016,3.79,3.83,4.0869,4.1856,3.75
13/06/2016,3.79,3.84,4.095,4.2016,3.75
14/06/2016,3.81,3.85,4.0986,4.1968,3.75
15/06/2016,3.81,3.85,4.11,4.215,3.75
16/06/2016,3.77,3.78,4.1037,4.2071,3.75
17/06/2016,3.72,3.74,4.1046,4.1991,3.75
20/06/2016,3.75,3.77,4.105,4.2001,3.75
21/06/2016,3.76,3.77,4.1091,4.2138,3.75
22/06/2016,3.76,3.78,4.11,4.2195,3.75
23/06/2016,3.76,3.78,4.0995,4.2108,3.75
24/06/2016,3.8,3.83,4.0995,4.2098,3.75
27/06/2016,3.81,3.82,4.1042,4.212,3.75
28/06/2016,3.78,3.8,4.1185,4.2373,3.75
29/06/2016,3.79,3.8,4.1131,4.231,3.75
30/06/2016,3.93,3.95,4.1116,4.2225,4.25
01/07/2016,4.25,4.27,4.1138,4.232,4.25
04/07/2016,4.24,4.25,4.56,4.645,4.25
05/07/2016,4.23,4.25,4.5605,4.66,4.25
